image_name,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_gust_set_1,wind_direction_set_1,dew_point_temperature_set_1d,u,v,
20190813_Topanga_69bravo-n-mobo/1565728842_-02400,24.91,60.86,1.130099221307581,3.13,139.3959557734873,16.82,-0.858,0.7355
20190813_Topanga_69bravo-n-mobo/1565728902_-02340,24.91,60.86,1.130099221307581,3.13,139.3959557734873,16.82,-0.858,0.7355
20190813_Topanga_69bravo-n-mobo/1565728962_-02280,24.91,60.86,1.130099221307581,3.13,139.3959557734873,16.82,-0.858,0.7355
20190813_Topanga_69bravo-n-mobo/1565729022_-02220,24.91,60.86,1.130099221307581,3.13,139.3959557734873,16.82,-0.858,0.7355
20190813_Topanga_69bravo-n-mobo/1565729082_-02160,24.91,60.86,1.130099221307581,3.13,139.3959557734873,16.82,-0.858,0.7355
20190813_Topanga_69bravo-n-mobo/1565729142_-02100,24.91,60.86,1.130099221307581,3.13,139.3959557734873,16.82,-0.858,0.7355
20190813_Topanga_69bravo-n-mobo/1565729204_-02038,24.91,60.86,1.130099221307581,3.13,139.3959557734873,16.82,-0.858,0.7355
20190813_Topanga_69bravo-n-mobo/1565729262_-01980,24.91,60.86,1.130099221307581,3.13,139.3959557734873,16.82,-0.858,0.7355
20190813_Topanga_69bravo-n-mobo/1565729323_-01919,24.91,60.86,1.130099221307581,3.13,139.3959557734873,16.82,-0.858,0.7355
20190813_Topanga_69bravo-n-mobo/1565729382_-01860,24.91,60.86,1.130099221307581,3.13,139.3959557734873,16.82,-0.858,0.7355
20190813_Topanga_69bravo-n-mobo/1565729442_-01800,24.77,61.22,1.170012499933227,3.07,145.39311525572043,16.78,-0.963,0.6645
20190813_Topanga_69bravo-n-mobo/1565729502_-01740,24.77,61.22,1.170012499933227,3.07,145.39311525572043,16.78,-0.963,0.6645
20190813_Topanga_69bravo-n-mobo/1565729562_-01680,24.77,61.22,1.170012499933227,3.07,145.39311525572043,16.78,-0.963,0.6645
20190813_Topanga_69bravo-n-mobo/1565729622_-01620,24.77,61.22,1.170012499933227,3.07,145.39311525572043,16.78,-0.963,0.6645
20190813_Topanga_69bravo-n-mobo/1565729682_-01560,24.77,61.22,1.170012499933227,3.07,145.39311525572043,16.78,-0.963,0.6645
20190813_Topanga_69bravo-n-mobo/1565729742_-01500,24.77,61.22,1.170012499933227,3.07,145.39311525572043,16.78,-0.963,0.6645
20190813_Topanga_69bravo-n-mobo/1565729802_-01440,24.77,61.22,1.170012499933227,3.07,145.39311525572043,16.78,-0.963,0.6645
20190813_Topanga_69bravo-n-mobo/1565729862_-01380,24.77,61.22,1.170012499933227,3.07,145.39311525572043,16.78,-0.963,0.6645
20190813_Topanga_69bravo-n-mobo/1565729922_-01320,24.77,61.22,1.170012499933227,3.07,145.39311525572043,16.78,-0.963,0.6645
20190813_Topanga_69bravo-n-mobo/1565729982_-01260,24.77,61.22,1.170012499933227,3.07,145.39311525572043,16.78,-0.963,0.6645
20190813_Topanga_69bravo-n-mobo/1565730042_-01200,25.33,60.19,1.2601552483721996,3.24,142.59358109631995,17.04,-1.001,0.7655000000000001
20190813_Topanga_69bravo-n-mobo/1565730102_-01140,25.33,60.19,1.2601552483721996,3.24,142.59358109631995,17.04,-1.001,0.7655000000000001
